id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
25625,0.503,0.555,0.933,0.254,0.230,0.901,0.850,0.077,0.859,0.980,15.332
25626,0.175,0.602,0.904,0.442,0.361,0.579,0.905,0.565,0.320,0.078,13.803
25627,0.506,0.851,0.654,0.560,0.818,0.377,0.104,0.587,0.264,0.346,21.241
25628,0.302,0.942,0.065,0.858,0.051,0.892,0.164,0.715,0.367,0.467,21.050
25629,0.381,0.756,0.679,0.106,0.862,0.177,0.141,0.960,0.550,0.968,13.636
25630,0.281,0.506,0.977,0.009,0.369,0.533,0.127,0.630,0.184,0.118,9.757
25631,0.372,0.602,0.503,0.353,0.429,0.288,0.268,0.133,0.700,0.875,9.817
25632,0.823,0.183,0.763,0.668,0.233,0.552,0.631,0.136,0.987,0.641,13.323
25633,0.201,0.019,0.396,0.500,0.087,0.351,0.697,0.323,0.087,0.390,4.763
25634,0.255,0.306,0.198,0.362,0.077,0.444,0.911,0.292,0.049,0.728,6.612
25635,0.834,0.696,0.873,0.014,0.975,0.524,0.492,0.624,0.038,0.318,17.962
25636,0.809,0.178,0.711,0.838,0.468,0.652,0.770,0.142,0.744,0.247,16.503
25637,0.600,0.030,0.318,0.586,0.719,0.419,0.294,0.770,0.151,0.973,11.920
25638,0.372,0.002,0.139,0.125,0.766,0.967,0.986,0.382,0.882,0.969,8.062
25639,0.320,0.017,0.340,0.427,0.817,0.149,0.546,0.801,0.108,0.306,10.229
25640,0.189,0.100,0.392,0.441,0.169,0.003,0.699,0.572,0.587,0.561,6.897
25641,0.085,0.577,0.201,0.239,0.557,0.381,0.182,0.991,0.169,0.881,7.648
25642,0.839,0.609,0.751,0.495,0.743,0.343,0.373,0.691,0.277,0.995,20.513
25643,0.414,0.708,0.478,0.629,0.602,0.759,0.678,0.264,0.083,0.455,19.554
25644,0.721,0.487,0.454,0.440,0.821,0.703,0.672,0.992,0.009,0.348,16.441
25645,0.775,0.592,0.741,0.286,0.087,0.195,0.501,0.168,0.913,0.102,14.784
25646,0.035,0.204,0.207,0.906,0.478,0.064,0.625,0.710,0.288,0.489,12.081
25647,0.728,0.286,0.667,0.849,0.840,0.010,0.890,0.609,0.796,0.635,17.745
25648,0.576,0.949,0.640,0.916,0.912,0.326,0.034,0.513,0.142,0.744,23.949
25649,0.502,0.180,0.444,0.527,0.982,0.439,0.034,0.755,0.242,0.696,11.775
25650,0.323,0.332,0.680,0.456,0.048,0.788,0.074,0.162,0.357,0.858,9.958
25651,0.026,0.939,0.041,0.242,0.836,0.871,0.074,0.281,0.187,0.664,10.744
25652,0.064,0.352,0.841,0.569,0.854,0.521,0.370,0.210,0.220,0.110,14.303
25653,0.719,0.515,0.150,0.393,0.388,0.878,0.111,0.686,0.635,0.274,16.270
25654,0.976,0.118,0.862,0.364,0.544,0.988,0.515,0.497,0.936,0.970,10.112
25655,0.725,0.967,0.662,0.798,0.755,0.415,0.746,0.069,0.401,0.082,22.744
25656,0.373,0.448,0.609,0.966,0.824,0.850,0.789,0.830,0.072,0.908,20.073
25657,0.778,0.852,0.133,0.320,0.984,0.713,0.066,0.130,0.482,0.322,19.822
25658,0.267,0.637,0.848,0.068,0.178,0.897,0.413,0.562,0.956,0.344,9.555
25659,0.222,0.332,0.019,0.654,0.928,0.119,0.222,0.651,0.114,0.090,18.474
25660,0.967,0.482,0.979,0.915,0.885,0.610,0.576,0.239,0.037,0.791,28.067
25661,0.206,0.952,0.021,0.423,0.504,0.041,0.626,1.000,0.447,0.057,16.966
25662,0.315,0.386,0.294,0.072,0.925,0.058,0.378,0.362,0.075,0.141,11.847
25663,0.272,0.753,0.076,0.967,0.713,0.980,0.617,0.464,0.532,0.710,22.573
25664,0.582,0.538,0.882,0.104,0.436,0.455,0.109,0.037,0.156,0.377,14.519
25665,0.028,0.142,0.232,0.440,0.510,0.944,0.923,0.890,0.372,0.351,7.817
25666,0.761,0.337,0.576,0.612,0.404,0.610,0.562,0.584,0.006,0.511,15.011
25667,0.552,0.178,0.178,0.625,0.682,0.705,0.551,0.248,0.733,0.048,16.438
25668,0.801,0.725,0.783,0.161,0.523,0.599,0.740,0.011,0.765,0.840,15.037
25669,0.807,0.520,0.499,0.116,0.581,0.113,0.823,0.431,0.451,0.033,12.281
25670,0.557,0.993,0.448,0.556,0.593,0.748,0.126,0.154,0.296,0.528,20.664
25671,0.969,0.479,0.424,0.347,0.236,0.608,0.960,0.226,0.378,0.139,14.042
25672,0.665,0.068,0.679,0.241,0.824,0.831,0.341,0.893,0.072,0.250,8.556
25673,0.875,0.557,0.262,0.813,0.061,0.794,0.842,0.276,0.005,0.805,17.615
25674,0.475,0.998,0.597,0.336,0.348,0.112,0.953,0.760,0.280,0.779,15.574
25675,0.895,0.476,0.588,0.411,0.842,0.292,0.326,0.897,0.350,0.906,17.922
25676,0.903,0.496,0.244,0.370,0.524,0.819,0.348,0.317,0.796,0.219,18.229
25677,0.566,0.802,0.410,0.370,0.596,0.974,0.113,0.589,0.641,0.305,16.216
25678,0.293,0.117,0.948,0.290,0.183,0.255,0.505,0.380,0.937,0.198,8.762
25679,0.011,0.072,0.866,0.708,0.984,0.989,0.794,0.325,0.638,0.113,15.032
25680,0.044,0.392,0.504,0.457,0.217,0.497,0.276,0.171,0.646,0.235,5.570
25681,0.646,0.488,0.780,0.106,0.002,0.352,0.259,0.158,0.505,0.408,10.405
25682,0.861,0.209,0.525,0.321,0.540,0.106,0.908,0.319,0.688,0.284,11.296
25683,0.258,0.371,0.959,0.600,0.905,0.279,0.332,0.625,0.742,0.690,18.466
25684,0.302,0.238,0.436,0.448,0.519,0.385,0.093,0.077,0.066,0.860,9.246
25685,0.185,0.823,0.936,0.047,0.755,0.799,0.190,0.695,0.152,0.368,12.834
25686,0.192,0.838,0.326,0.106,0.211,0.214,0.566,0.824,0.982,0.487,7.496
25687,0.895,0.799,0.947,0.464,0.506,0.367,0.575,0.100,0.421,0.962,19.161
25688,0.896,0.855,0.455,0.361,0.640,0.972,0.596,0.338,0.028,0.008,11.818
25689,0.171,0.589,0.511,0.812,0.051,0.487,0.935,0.454,0.840,0.933,11.705
25690,0.480,0.671,0.365,0.517,0.885,0.750,0.891,0.202,0.160,0.352,18.939
25691,0.191,0.516,0.622,0.833,0.047,0.613,0.437,0.419,0.906,0.801,12.945
25692,0.010,0.516,0.883,0.458,0.558,0.980,0.942,0.010,0.986,0.281,12.705
25693,0.264,0.532,0.057,0.953,0.808,0.264,0.625,0.265,0.236,0.832,21.317
25694,0.207,0.378,0.966,0.477,0.290,0.340,0.828,0.763,0.217,0.057,12.506
25695,0.989,0.999,0.074,0.010,0.130,0.074,0.953,0.880,0.562,0.042,4.328
25696,0.594,0.480,0.230,0.121,0.324,0.484,0.836,0.027,0.543,0.165,12.306
25697,0.999,0.045,0.658,0.095,0.514,0.420,0.221,0.820,0.366,0.377,5.667
25698,0.234,0.792,0.772,0.714,0.723,0.710,0.991,0.255,0.787,0.845,18.051
25699,0.798,0.606,0.870,0.495,0.759,0.995,0.827,0.998,0.196,0.403,22.175
25700,0.225,0.514,0.855,0.683,0.445,0.662,0.719,0.708,0.707,0.781,15.930
25701,0.791,0.921,0.995,0.948,0.828,0.390,0.431,0.144,0.221,0.816,26.279
25702,0.647,0.970,0.454,0.290,0.317,0.860,0.025,0.024,0.069,0.727,11.865
25703,0.822,0.336,0.755,0.976,0.796,0.163,0.540,0.433,0.208,0.442,22.219
25704,0.152,0.143,0.399,0.186,0.030,0.828,0.434,0.304,0.799,0.558,4.620
25705,0.553,0.380,0.378,0.574,0.978,0.759,0.507,0.731,0.246,0.101,16.386
25706,0.891,0.610,0.319,0.026,0.807,0.598,0.519,0.513,0.461,0.289,15.569
25707,0.679,0.110,0.254,0.475,0.291,0.587,0.112,0.759,0.729,0.183,11.212
25708,0.650,0.675,0.699,0.768,0.495,0.316,0.652,0.407,0.384,0.180,20.617
25709,0.343,0.883,0.315,0.524,0.966,0.199,0.205,0.925,0.367,0.520,18.399
25710,0.247,0.277,0.105,0.540,0.844,0.643,0.200,0.753,0.134,0.512,15.048
25711,0.086,0.064,0.823,0.330,0.061,0.307,0.408,0.191,0.420,0.311,5.757
25712,0.266,0.073,0.671,0.190,0.703,0.165,0.454,0.133,0.243,0.497,6.776
25713,0.972,0.263,0.850,0.962,0.721,0.450,0.633,0.107,0.897,0.546,21.917
25714,0.498,0.150,0.558,0.941,0.121,0.464,0.347,0.662,0.185,0.151,12.977
25715,0.350,0.556,0.480,0.848,0.367,0.030,0.092,0.339,0.617,0.722,15.572
25716,0.748,0.949,0.702,0.836,0.347,0.434,0.498,0.321,0.650,0.711,18.518
25717,0.018,0.426,0.617,0.037,0.348,0.269,0.509,0.775,0.847,0.518,1.932
25718,0.576,0.030,0.162,0.405,0.902,0.874,0.137,0.987,0.949,0.669,13.017
25719,0.120,0.753,0.859,0.756,0.302,0.524,0.444,0.131,0.313,0.812,14.471
25720,0.461,0.582,0.046,0.393,0.054,0.240,0.390,0.741,0.296,0.777,16.343
25721,0.624,0.992,0.022,0.114,0.453,0.070,0.792,0.054,0.159,0.908,17.468
25722,0.394,0.741,0.175,0.673,0.993,0.643,0.355,0.373,0.799,0.416,22.873
25723,0.453,0.801,0.070,0.579,0.354,0.201,0.720,0.428,0.839,0.415,22.463
25724,0.012,0.914,0.788,0.925,0.912,0.860,0.530,0.649,0.402,0.262,14.704
25725,0.018,0.320,0.844,0.287,0.419,0.732,0.543,0.505,0.025,0.486,10.387
25726,0.801,0.191,0.932,0.229,0.005,0.630,0.621,0.643,0.757,0.211,11.007
25727,0.281,0.073,0.126,0.286,0.194,0.050,0.608,0.003,0.744,0.919,8.857
25728,0.228,0.583,0.956,0.755,0.171,0.625,0.426,0.496,0.076,0.429,18.347
25729,0.631,0.350,0.778,0.617,0.032,0.476,0.083,0.095,0.009,0.796,15.098
25730,0.493,0.023,0.673,0.075,0.337,0.355,0.675,0.519,0.806,0.225,4.789
25731,0.957,0.500,0.005,0.030,0.516,0.584,0.699,0.205,0.767,0.568,18.543
25732,0.920,0.925,0.555,0.176,0.820,0.577,0.788,0.068,0.141,0.267,11.485
25733,0.553,0.747,0.797,0.405,0.408,0.152,0.071,0.663,0.247,0.475,17.665
25734,0.488,0.563,0.992,0.623,0.973,0.751,0.368,0.399,0.875,0.958,23.566
25735,0.053,0.061,0.858,0.579,0.212,0.705,0.729,0.401,0.477,0.814,9.820
25736,0.362,0.169,0.394,0.351,0.851,0.856,0.887,0.403,0.987,0.686,9.596
25737,0.891,0.658,0.226,0.985,0.676,0.596,0.522,0.077,0.253,0.072,23.544
25738,0.505,0.646,0.913,0.466,0.213,0.009,0.414,0.822,0.974,0.045,19.634
25739,0.707,0.955,0.430,0.488,0.502,0.271,0.212,0.777,0.768,0.256,16.492
25740,0.434,0.407,0.158,0.526,0.925,0.800,0.758,0.811,0.873,0.731,17.982
25741,0.309,0.521,0.227,0.955,0.357,0.833,0.647,0.815,0.658,0.021,18.029
25742,0.934,0.785,0.641,0.527,0.930,0.917,0.603,0.494,0.152,0.378,16.476
25743,0.363,0.039,0.635,0.157,0.234,0.487,0.559,0.209,0.646,0.151,4.207
25744,0.176,0.388,0.397,0.812,0.634,0.607,0.652,0.359,0.314,0.744,14.544
25745,0.232,0.735,0.006,0.218,0.995,0.763,0.019,0.838,0.649,0.083,19.331
25746,0.175,0.100,0.900,0.659,0.470,0.343,0.073,0.383,0.904,0.131,12.554
25747,0.086,0.442,0.276,0.922,0.737,0.396,0.416,0.606,0.190,0.124,15.212
25748,0.077,0.007,0.924,0.528,0.022,0.174,0.552,0.915,0.954,0.590,9.881
25749,0.747,0.981,0.468,0.028,0.237,0.882,0.033,0.830,0.540,0.716,8.922
25750,0.313,0.947,0.554,0.206,0.565,0.879,0.622,0.854,0.589,0.595,11.999
25751,0.813,0.807,0.570,0.589,0.427,0.076,0.160,0.651,0.300,0.475,16.078
25752,0.133,0.603,0.946,0.019,0.402,0.306,0.437,0.523,0.965,0.241,11.258
25753,0.163,0.900,0.296,0.712,0.318,0.508,0.632,0.540,0.090,0.166,15.475
25754,0.822,0.374,0.289,0.244,0.834,0.581,0.562,0.030,0.058,0.294,16.979
25755,0.177,0.210,0.041,0.581,0.297,0.401,0.902,0.216,0.162,0.716,12.652
25756,0.366,0.988,0.842,0.431,0.026,0.839,0.646,0.217,0.806,0.233,16.672
25757,0.309,0.469,0.119,0.419,0.894,0.469,0.943,0.077,0.680,0.626,15.531
25758,0.353,0.790,0.313,0.278,0.518,0.681,0.581,0.877,0.589,0.907,13.895
25759,0.415,0.046,0.587,0.676,0.842,0.015,0.113,0.738,0.385,0.207,12.759
25760,0.114,0.947,0.528,0.090,0.120,0.178,0.472,0.649,0.859,0.899,5.059
25761,0.480,0.777,0.178,0.080,0.296,0.458,0.174,0.096,0.583,0.949,12.906
25762,0.075,0.722,0.939,0.745,0.978,0.287,0.756,0.876,0.295,0.189,17.161
25763,0.657,0.601,0.677,0.357,0.984,0.629,0.676,0.029,0.819,0.132,19.296
25764,0.609,0.190,0.067,0.655,0.562,0.977,0.023,0.610,0.286,0.129,16.529
25765,0.144,0.257,0.995,0.380,0.587,0.167,0.037,0.151,0.098,0.627,13.594
25766,0.014,0.486,0.134,0.993,0.893,0.373,0.150,0.327,0.407,0.703,17.793
25767,0.161,0.335,0.432,0.015,0.964,0.901,0.680,0.890,0.126,0.202,8.170
25768,0.873,0.629,0.505,0.800,0.988,0.645,0.246,0.924,0.281,0.265,24.597
25769,0.893,0.570,0.599,0.418,0.550,0.960,0.888,0.497,0.688,0.754,17.515
25770,0.949,0.973,0.583,0.869,0.998,0.142,0.399,0.394,0.774,0.361,16.130
25771,0.528,0.566,0.717,0.815,0.442,0.158,0.995,0.009,0.494,0.629,19.656
25772,0.887,0.037,0.364,0.772,0.475,0.636,0.972,0.403,0.418,0.382,13.845
25773,0.283,0.963,0.853,0.979,0.181,0.105,0.967,0.575,0.160,0.033,19.752
25774,0.967,0.955,0.601,0.847,0.770,0.051,0.316,0.209,0.779,0.378,15.386
25775,0.796,0.346,0.306,0.194,0.691,0.379,0.133,0.543,0.516,0.465,13.404
25776,0.889,0.887,0.028,0.427,0.821,0.595,0.956,0.484,0.050,0.767,18.950
25777,0.582,0.024,0.183,0.177,0.186,0.680,0.309,0.931,0.446,0.334,6.546
25778,0.507,0.982,0.618,0.589,0.993,0.411,0.794,0.077,0.039,0.892,20.376
25779,0.871,0.052,0.157,0.125,0.700,0.860,0.893,0.556,0.723,0.690,7.249
25780,0.092,0.863,0.914,0.230,0.439,0.218,0.595,0.391,0.737,0.043,11.112
25781,0.237,0.929,0.308,0.441,0.984,0.500,0.965,0.402,0.422,0.311,15.843
25782,0.654,0.475,0.071,0.027,0.511,0.561,0.329,0.911,0.935,0.118,14.125
25783,0.296,0.481,0.162,0.471,0.403,0.849,0.182,0.553,0.288,0.795,12.816
25784,0.984,0.977,0.388,0.182,0.258,0.298,0.190,0.061,0.113,0.270,5.934
25785,0.395,0.094,0.954,0.848,0.404,0.127,0.817,0.462,0.708,0.800,16.652
25786,0.806,0.244,0.462,0.057,0.448,0.185,0.228,0.465,0.394,0.701,10.474
25787,0.142,0.127,0.627,0.591,0.993,0.416,0.727,0.925,0.152,0.806,10.870
25788,0.378,0.889,0.451,0.779,0.690,0.626,0.744,0.039,0.521,0.683,18.681
25789,0.154,0.557,0.405,0.587,0.140,0.428,0.222,0.999,0.393,0.377,10.707
25790,0.924,0.182,0.479,0.669,0.730,0.843,0.113,0.508,0.602,0.557,14.601
25791,0.405,0.808,0.935,0.752,0.214,0.922,0.721,0.384,0.960,0.766,20.919
25792,0.529,0.977,0.162,0.390,0.856,0.249,0.951,0.093,0.219,0.846,20.175
25793,0.437,0.431,0.846,0.573,0.499,0.650,0.456,0.737,0.088,0.466,17.328
25794,0.586,0.276,0.902,0.646,0.686,0.207,0.890,0.044,0.600,0.005,17.471
25795,0.593,0.733,0.160,0.383,0.382,0.775,0.152,0.506,0.248,0.172,18.862
25796,0.502,0.232,0.075,0.188,0.696,0.299,0.856,0.260,0.068,0.003,12.100
25797,0.755,0.969,0.891,0.612,0.996,0.956,0.722,0.732,0.204,0.733,22.303
25798,0.263,0.118,0.368,0.318,0.411,0.630,0.476,0.913,0.344,0.190,6.953
25799,0.764,0.262,0.913,0.369,0.106,0.194,0.660,0.016,0.823,0.409,14.307
25800,0.234,0.920,0.127,0.016,0.060,0.660,0.665,0.258,0.990,0.151,11.215
25801,0.533,0.915,0.690,0.842,0.349,0.597,0.769,0.122,0.955,0.457,21.951
25802,0.952,0.648,0.947,0.803,0.063,0.131,0.135,0.890,0.860,0.751,22.437
25803,0.363,0.359,0.316,0.037,0.769,0.973,0.706,0.417,0.289,0.552,8.651
25804,0.356,0.768,0.398,0.874,0.787,0.131,0.321,0.085,0.347,0.259,20.547
25805,0.628,0.734,0.928,0.588,0.604,0.427,0.836,0.522,0.110,0.344,21.801
25806,0.406,0.466,0.126,0.791,0.049,0.039,0.190,0.723,0.638,0.328,15.091
25807,0.170,0.519,0.116,0.884,0.006,0.961,0.418,0.107,0.871,0.823,12.068
25808,0.222,0.285,0.416,0.551,0.441,0.301,0.051,0.414,0.774,0.089,8.941
25809,0.127,0.896,0.869,0.575,0.992,0.281,0.833,0.504,0.542,0.898,16.440
25810,0.938,0.725,0.856,0.177,0.262,0.609,0.868,0.496,0.230,0.157,14.250
25811,0.745,0.350,0.777,0.613,0.135,0.245,0.589,0.852,0.242,0.649,15.340
25812,0.031,0.080,0.119,0.309,0.031,0.669,0.998,0.168,0.687,0.803,5.778
25813,0.687,0.693,0.655,0.073,0.180,0.050,0.873,0.345,0.763,0.985,12.983
25814,0.236,0.677,0.978,0.029,0.443,0.217,0.307,0.433,0.329,0.198,10.751
25815,0.774,0.766,0.047,0.880,0.384,0.925,0.824,0.490,0.553,0.491,24.480
25816,0.120,0.988,0.484,0.713,0.871,0.616,0.965,0.742,0.355,0.491,13.462
25817,0.735,0.324,0.176,0.419,0.067,0.182,0.422,0.453,0.533,0.652,14.675
25818,0.827,0.514,0.317,0.004,0.697,0.352,0.424,0.604,0.654,0.528,15.188
25819,0.872,0.636,0.621,0.890,0.576,0.812,0.489,0.466,0.495,0.939,21.795
25820,0.896,0.225,0.423,0.197,0.962,0.009,0.889,0.273,0.198,0.022,11.601
25821,0.512,0.065,0.556,0.772,0.844,0.093,0.604,0.724,0.712,0.195,13.162
25822,0.395,0.360,0.102,0.458,0.948,0.684,0.008,0.184,0.603,0.671,16.970
25823,0.852,0.275,0.728,0.261,0.913,0.874,0.866,0.528,0.187,0.014,16.137
25824,0.849,0.546,0.898,0.322,0.926,0.581,0.109,0.981,0.617,0.238,21.053
25825,0.128,0.704,0.516,0.005,0.471,0.966,0.905,0.061,0.523,0.419,4.633
25826,0.263,0.225,0.234,0.123,0.396,0.594,0.616,0.128,0.193,0.749,6.665
25827,0.521,0.365,0.459,0.063,0.787,0.499,0.694,0.603,0.382,0.777,9.840
25828,0.697,0.646,0.330,0.337,0.522,0.125,0.796,0.648,0.923,0.651,15.898
25829,0.912,0.825,0.699,0.566,0.093,0.280,0.294,0.822,0.667,0.516,13.028
25830,0.789,0.898,0.879,0.496,0.734,0.862,0.566,0.082,0.087,0.557,18.756
25831,0.524,0.428,0.489,0.012,0.430,0.074,0.140,0.403,0.628,0.862,8.746
25832,0.976,0.593,0.721,0.914,0.663,0.184,0.550,0.008,0.071,0.858,23.141
25833,0.357,0.051,0.653,0.035,0.812,0.949,0.189,0.886,0.532,0.861,6.089
25834,0.846,0.641,0.290,0.212,0.863,0.775,0.600,0.300,0.865,0.959,16.364
25835,0.239,0.533,0.356,0.023,0.539,0.601,0.561,0.843,0.051,0.840,7.944
25836,0.113,0.847,0.710,0.276,0.358,0.445,0.002,0.526,0.954,0.443,9.833
25837,0.455,0.885,0.959,0.099,0.502,0.130,0.992,0.978,0.360,0.336,17.453
25838,0.563,0.226,0.410,0.960,0.968,0.040,0.898,0.255,0.305,0.959,19.084
25839,0.994,0.806,0.755,0.944,0.830,0.362,0.223,0.422,0.143,0.989,21.434
25840,0.132,0.995,0.770,0.371,0.671,0.536,0.495,0.734,0.267,0.623,12.756
25841,0.646,0.185,0.786,0.347,0.189,0.240,0.081,0.819,0.436,0.550,8.841
25842,0.383,0.741,0.186,0.188,0.714,0.668,0.111,0.566,0.452,0.411,14.974
25843,0.510,0.011,0.141,0.133,0.110,0.470,0.806,0.735,0.384,0.948,4.953
25844,0.544,0.512,0.552,0.450,0.705,0.010,0.969,0.962,0.768,0.523,14.543
25845,0.467,0.297,0.659,0.882,0.305,0.447,0.436,0.066,0.986,0.118,15.317
25846,0.462,0.956,0.690,0.958,0.581,0.228,0.413,0.199,0.545,0.735,22.908
25847,0.975,0.055,0.874,0.310,0.860,0.257,0.364,0.747,0.488,0.674,12.119
25848,0.244,0.355,0.922,0.373,0.784,0.294,0.305,0.446,0.579,0.689,14.978
25849,0.159,0.965,0.700,0.085,0.032,0.206,0.790,0.334,0.846,0.399,6.629
25850,0.563,0.532,0.494,0.263,0.786,0.253,0.551,0.210,0.093,0.397,15.810
25851,0.845,0.280,0.346,0.332,0.450,0.563,0.446,0.701,0.626,0.088,11.710
25852,0.501,0.914,0.113,0.658,0.393,0.368,0.423,0.297,0.608,0.468,22.393
25853,0.725,0.089,0.835,0.323,0.997,0.859,0.435,0.679,0.034,0.956,11.717
25854,0.407,0.712,0.158,0.737,0.426,0.585,0.550,0.250,0.335,0.367,19.402
25855,0.573,0.363,0.697,0.543,0.942,0.790,0.344,0.907,0.439,0.933,17.727
25856,0.997,0.089,0.487,0.331,0.611,0.958,0.289,0.739,0.301,0.748,8.454
25857,0.449,0.075,0.162,0.207,0.941,0.634,0.908,0.409,0.323,0.436,10.072
25858,0.854,0.277,0.574,0.182,0.650,0.374,0.463,0.298,0.621,0.618,11.037
25859,0.477,0.911,0.590,0.624,0.580,0.909,0.022,0.429,0.142,0.300,19.047
25860,0.046,0.596,0.846,0.181,0.548,0.121,0.484,0.181,0.724,0.666,7.287
25861,0.456,0.800,0.707,0.146,0.079,0.275,0.257,0.493,0.279,0.276,12.825
25862,0.183,0.794,0.752,0.041,0.780,0.081,0.829,0.278,0.352,0.515,9.596
25863,0.721,0.663,0.296,0.204,0.613,0.935,0.371,0.465,0.952,0.806,16.146
25864,0.839,0.489,0.863,0.326,0.624,0.245,0.863,0.340,0.251,0.841,17.975
25865,0.465,0.045,0.954,0.976,0.405,0.547,0.846,0.883,0.344,0.391,16.600
25866,0.684,0.169,0.350,0.075,0.741,0.197,0.997,0.704,0.850,0.930,8.161
25867,0.205,0.462,0.955,0.234,0.510,0.875,0.727,0.910,0.704,0.455,10.171
25868,0.357,0.186,0.464,0.816,0.331,0.053,0.715,0.012,0.215,0.828,11.895
25869,0.763,0.134,0.599,0.551,0.357,0.439,0.096,0.936,0.424,0.287,9.286
25870,0.481,0.344,0.684,0.935,0.776,0.241,0.286,0.240,0.216,0.621,19.450
25871,0.168,0.015,0.897,0.242,0.632,0.619,0.452,0.467,0.029,0.714,8.509
25872,0.307,0.048,0.245,0.242,0.947,0.797,0.727,0.932,0.394,0.349,9.351
25873,0.583,0.093,0.968,0.695,0.605,0.309,0.764,0.260,0.537,0.894,16.155
25874,0.361,0.692,0.745,0.460,0.472,0.687,0.515,0.278,0.413,0.012,14.408
25875,0.563,0.919,0.359,0.455,0.391,0.815,0.102,0.714,0.950,0.431,16.664
25876,0.394,0.169,0.410,0.696,0.936,0.152,0.773,0.941,0.956,0.853,15.396
25877,0.094,0.727,0.346,0.798,0.264,0.294,0.008,0.890,0.123,0.430,13.697
25878,0.966,0.913,0.710,0.437,0.369,0.763,0.112,0.695,0.788,0.757,10.560
25879,0.452,0.057,0.366,0.130,0.390,0.927,0.821,0.902,0.446,0.807,2.783
25880,0.704,0.176,0.863,0.378,0.656,0.069,0.081,0.644,0.563,0.922,13.489
25881,0.377,0.768,0.583,0.684,0.399,0.349,0.780,0.556,0.015,0.408,17.077
25882,0.684,0.620,0.772,0.545,0.486,0.442,0.295,0.389,0.116,0.462,19.117
25883,0.259,0.523,0.817,0.825,0.715,0.838,0.268,0.746,0.469,0.435,17.480
25884,0.495,0.864,0.626,0.738,0.433,0.221,0.978,0.430,0.487,0.852,19.435
25885,0.982,0.373,0.300,0.121,0.023,0.469,0.276,0.775,0.020,0.724,11.481
25886,0.141,0.797,0.866,0.947,0.590,0.153,0.075,0.452,0.220,0.803,18.904
25887,0.487,0.885,0.234,0.015,0.571,0.586,0.994,0.572,0.560,0.244,14.531
25888,0.181,0.668,0.109,0.404,0.793,0.909,0.371,0.630,0.154,0.971,15.712
25889,0.796,0.511,0.348,0.616,0.363,0.832,0.267,0.615,0.673,0.168,18.076
25890,0.396,0.829,0.050,0.028,0.457,0.944,0.796,0.778,0.151,0.451,14.987
25891,0.572,0.595,0.064,0.340,0.115,0.135,0.859,0.759,0.523,0.664,14.562
25892,0.274,0.864,0.017,0.093,0.545,0.765,0.567,0.054,0.940,0.174,14.624
25893,0.189,0.760,0.345,0.339,0.911,0.470,0.714,0.578,0.214,0.396,10.899
25894,0.280,0.651,0.281,0.434,0.405,0.201,0.711,0.060,0.676,0.039,13.858
25895,0.871,0.139,0.754,0.427,0.596,0.627,0.285,0.681,0.510,0.560,11.711
25896,0.988,0.784,0.563,0.714,0.165,0.737,0.332,0.396,0.735,0.850,14.636
25897,0.985,0.844,0.603,0.126,0.790,0.251,0.578,0.851,0.715,0.733,10.033
25898,0.136,0.703,0.757,0.697,0.871,0.060,0.820,0.165,0.504,0.415,16.705
25899,0.885,0.599,0.177,0.391,0.787,0.850,0.022,0.599,0.969,0.249,19.662
25900,0.221,0.933,0.992,0.669,0.708,0.579,0.718,0.472,0.900,0.495,21.166
25901,0.122,0.408,0.089,0.599,0.160,0.747,0.792,0.780,0.565,0.128,11.471
25902,0.472,0.208,0.058,0.043,0.887,0.491,0.617,0.407,0.657,0.235,11.957
25903,0.087,0.802,0.535,0.360,0.731,0.867,0.570,0.327,0.024,0.895,9.358
25904,0.859,0.744,0.343,0.520,0.911,0.698,0.548,0.570,0.169,0.139,19.998
25905,0.388,0.288,0.468,0.083,0.104,0.325,0.257,0.250,0.918,0.626,3.239
25906,0.790,0.912,0.320,0.409,0.009,0.168,0.916,0.708,0.488,0.053,11.672
25907,0.181,0.023,0.030,0.774,0.851,0.323,0.531,0.589,0.632,0.519,16.026
25908,0.709,0.440,0.307,0.876,0.203,0.227,0.121,0.076,0.851,0.790,19.914
25909,0.235,0.094,0.838,0.181,0.701,0.612,0.310,0.858,0.429,0.598,7.697
25910,0.413,0.881,0.965,0.068,0.393,0.650,0.900,0.818,0.444,0.650,16.437
25911,0.573,0.969,0.264,0.054,0.966,0.286,0.696,0.704,0.873,0.788,16.690
25912,0.037,0.218,0.241,0.271,0.045,0.896,0.219,0.750,0.339,0.970,4.530
25913,0.489,0.499,0.125,0.158,0.848,0.773,0.785,0.599,0.948,0.657,15.362
25914,0.280,0.483,0.710,0.831,0.907,0.758,0.548,0.783,0.876,0.714,16.999
25915,0.895,0.596,0.208,0.519,0.377,0.806,0.404,0.141,0.266,0.679,19.815
25916,0.593,0.986,0.636,0.536,0.354,0.798,0.448,0.022,0.990,0.254,19.778
25917,0.308,0.274,0.560,0.256,0.960,0.833,0.621,0.117,0.102,0.139,11.217
25918,0.870,0.915,0.811,0.030,0.780,0.118,0.089,0.578,0.076,0.201,10.429
25919,0.359,0.206,0.980,0.765,0.364,0.312,0.969,0.067,0.470,0.750,17.098
25920,0.438,0.986,0.769,0.645,0.359,0.254,0.850,0.058,0.576,0.953,20.560
25921,0.759,0.163,0.303,0.570,0.249,0.809,0.334,0.927,0.914,0.550,11.370
