id,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,goal
6873,-53,-13,-0.42,-0.05,0.62,-0.5,-12,-6,-0.019,3.4,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0005
6874,-31,-14,-0.63,0.04,0.59,-1.3,-13,2,-0.006,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,-0.002,0.000,-0.002,0.000,0.6,0.020,-0.0004
6875,81,-13,0.02,0.11,0.49,-2.1,-14,1,0.034,-1.3,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0009
6876,2,-8,0.43,0.09,0.57,0.3,-12,-4,-0.007,-0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0012
6877,-56,-9,0.31,0.11,0.63,0.9,-11,-5,-0.016,-0.3,0.020,0.020,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0013
6878,-156,-12,-0.10,0.05,0.70,1.1,-11,-3,-0.031,1.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0005
6879,-134,-21,-0.37,-0.04,0.64,-0.2,-12,9,0.025,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6880,164,-14,0.10,0.04,0.39,-0.2,-12,2,0.001,-0.1,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
6881,27,-7,0.03,0.17,0.57,0.2,-12,-11,-0.006,-0.2,0.020,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0008
6882,-157,-9,-0.04,-0.14,0.68,0.1,-12,-1,0.001,3.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.018,-0.0006
6883,59,-11,0.22,0.02,0.48,0.3,-12,4,0.011,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
6884,8,2,-0.39,0.07,0.54,0.6,-11,-3,-0.008,0.0,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
6885,-26,2,-0.44,0.14,0.58,-0.4,-12,-4,0.007,-1.2,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0006
6886,-71,1,-0.38,0.10,0.63,-0.7,-13,-7,0.007,0.4,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.002,0.000,0.000,0.000,-0.001,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0005
6887,-76,-2,-0.16,-0.09,0.57,-1.2,-13,10,0.022,1.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0006
6888,65,-2,0.11,-0.04,0.44,-1.2,-13,10,0.021,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.017,-0.0008
6889,11,6,0.41,0.11,0.55,0.3,-12,-7,-0.001,0.1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0011
6890,-249,1,0.10,0.15,0.81,1.3,-11,-12,-0.021,-0.2,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0012
6891,-422,-11,-0.28,-0.05,0.91,1.1,-11,-2,-0.022,2.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0011
6892,-400,-17,-0.47,0.05,0.90,0.8,-11,-1,-0.019,-0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
6893,-173,-29,-0.65,-0.06,0.63,-0.7,-13,18,0.014,-0.3,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.5,0.017,-0.0004
6894,1,-31,-0.44,-0.08,0.48,-1.3,-13,15,0.017,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.001,0.000,0.5,0.017,-0.0005
6895,31,-31,-0.40,-0.02,0.46,-1.4,-13,15,0.022,-0.4,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,0.5,0.018,-0.0004
6896,199,-28,0.00,0.04,0.32,-1.7,-14,12,0.027,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.5,0.018,-0.0008
6897,298,-17,0.49,0.30,0.34,-0.9,-13,-15,-0.003,-4.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0012
6898,43,-12,0.39,0.24,0.56,0.0,-12,-16,-0.025,-0.8,0.020,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0011
6899,-139,-13,0.16,0.21,0.73,0.3,-12,-19,-0.024,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.020,0.020,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.003,0.000,0.000,0.000,0.6,0.022,-0.0007
6900,57,-23,0.15,-0.02,0.46,0.4,-12,7,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0010
6901,97,-16,-0.06,0.09,0.46,0.9,-11,-5,-0.015,-0.4,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0009
6902,35,-15,-0.26,0.00,0.51,0.6,-11,-4,-0.008,0.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.6,0.018,-0.0008
6903,148,-13,-0.31,-0.07,0.33,0.3,-12,19,-0.006,-0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.016,-0.0007
6904,366,-5,-0.24,0.14,0.20,-0.3,-12,6,0.008,-3.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
6905,365,8,-0.12,0.10,0.22,-0.6,-12,-3,-0.002,-0.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0005
6906,215,22,0.04,0.19,0.42,-0.8,-13,-21,0.019,0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0006
6907,120,24,0.15,0.20,0.48,-0.8,-13,-15,0.018,0.3,0.020,0.020,0.020,0.020,0.020,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0008
6908,30,24,0.25,0.22,0.57,-0.7,-13,-17,0.017,-0.4,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.6,0.022,-0.0010
6909,-117,23,0.32,0.15,0.68,0.0,-12,-11,-0.011,-0.4,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0009
6910,-225,14,0.10,0.05,0.72,0.5,-11,5,-0.009,-1.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0011
6911,-174,8,-0.08,0.05,0.69,0.6,-11,2,-0.017,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0007
6912,-145,0,-0.19,-0.07,0.64,-0.2,-12,5,0.011,1.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0009
6913,210,2,-0.14,-0.03,0.31,-0.6,-12,9,-0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.5,0.017,-0.0007
6914,249,4,-0.17,0.07,0.30,-0.6,-13,3,-0.005,-1.4,0.020,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0.000,0.001,0.000,-0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0006
6915,204,22,0.30,0.09,0.36,-0.6,-13,-4,0.015,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.020,-0.0010
6916,3,26,0.41,0.15,0.57,0.4,-12,-10,-0.013,-0.4,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0014
6917,-257,19,-0.20,0.12,0.77,0.9,-11,1,-0.036,-1.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0006
6918,85,-4,0.46,0.08,0.47,-1.0,-13,-2,0.015,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.020,-0.0009
6919,-46,-3,0.63,0.18,0.62,0.0,-12,-11,-0.003,0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.6,0.021,-0.0008
6920,-322,-7,0.54,0.23,0.91,0.8,-11,-21,-0.009,0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,-0.002,0.000,0.6,0.022,-0.0010
6921,-406,-13,0.47,0.05,0.89,1.3,-11,4,-0.008,0.6,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0012
6922,-408,-36,-0.23,0.01,0.89,1.9,-10,5,-0.029,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0007
6923,-335,-44,-0.54,-0.10,0.79,1.4,-11,11,-0.024,1.3,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.001,0.000,-0.001,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.5,0.017,-0.0005
6924,-188,-50,-0.55,0.02,0.69,0.6,-11,6,0.009,-1.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.017,0.017,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,-0.001,0.000,-0.002,0.000,0.5,0.018,-0.0004
6925,276,-48,0.12,-0.11,0.22,-0.2,-12,17,0.024,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.5,0.016,-0.0007
6926,490,-36,0.45,0.01,0.06,0.5,-12,10,0.006,-0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.018,-0.0008
6927,586,-18,0.47,0.23,0.04,1.4,-11,-8,-0.009,-3.8,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0010
6928,252,5,0.06,0.14,0.35,2.4,-10,-12,-0.017,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
6929,-462,-5,-0.28,0.10,0.97,1.3,-11,-7,0.000,0.5,0.018,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0007
6930,-482,-24,-0.22,-0.06,0.91,0.7,-11,17,0.006,-0.3,0.016,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
6931,457,15,0.05,0.07,0.13,0.4,-12,-3,-0.002,0.1,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0007
6932,359,32,0.12,0.10,0.23,0.5,-11,-7,0.007,0.4,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0011
6933,-33,45,-0.26,0.16,0.61,0.7,-11,-13,-0.018,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0008
6934,-146,33,-0.32,0.01,0.64,-1.0,-13,6,0.009,0.2,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.5,0.018,-0.0006
6935,-386,7,0.43,0.04,0.88,-1.0,-13,2,0.016,0.1,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0008
6936,-354,-1,0.59,0.05,0.85,-0.4,-12,2,0.010,-0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,-0.002,0.000,0.5,0.019,-0.0011
6937,-176,-13,0.33,0.02,0.69,1.4,-11,-1,-0.022,0.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0014
6938,-166,-18,-0.09,-0.09,0.66,1.6,-10,3,-0.037,1.5,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.002,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0008
6939,-351,-30,-0.58,0.12,0.88,-0.1,-12,-9,0.004,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.019,0.019,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.6,0.020,-0.0004
6940,-71,-44,0.01,-0.05,0.55,-1.3,-13,11,0.026,0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
6941,170,-42,0.47,-0.08,0.34,-0.7,-13,11,0.007,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0011
6942,383,-23,0.22,0.05,0.18,0.9,-11,0,-0.019,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
6943,383,-19,0.11,0.05,0.18,1.0,-11,-1,-0.019,0.0,0.020,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.001,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0009
6944,196,5,-0.28,0.13,0.39,0.5,-12,-10,-0.005,0.4,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0008
6945,-132,7,-0.31,0.19,0.71,-0.5,-12,-15,0.002,0.4,0.020,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.021,-0.0005
6946,-414,-17,0.33,0.01,0.91,-0.8,-13,-3,0.021,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.5,0.018,-0.0011
6947,-272,-29,0.49,0.14,0.81,0.5,-11,-10,-0.021,-1.6,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.000,0.000,-0.002,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.020,-0.0012
6948,-284,-39,0.12,-0.08,0.75,1.1,-11,10,-0.026,1.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.017,-0.0007
6949,101,-45,-0.22,-0.10,0.37,0.6,-11,18,0.007,-0.5,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.016,-0.0008
6950,643,15,0.10,0.09,-0.07,0.4,-12,4,0.002,-0.6,0.020,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0007
6951,626,24,0.11,0.06,-0.04,0.5,-12,-5,0.001,0.3,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.020,0.020,0.019,0.019,0.019,0.019,0.019,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.5,0.019,-0.0010
6952,548,36,0.14,0.31,0.11,0.6,-11,-19,0.002,-2.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.022,-0.0011
6953,113,46,-0.04,0.40,0.55,0.7,-11,-30,-0.017,-2.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.6,0.024,-0.0010
6954,-155,46,-0.17,0.32,0.79,0.7,-11,-34,-0.016,0.7,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.000,0.000,0.000,0.000,-0.002,0.000,-0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.7,0.024,-0.0007
